dataset_label,item_id,importance_rank,difficulty_label,curriculum_scope,domain,unit,subunit,item,reading,aliases,prerequisite_ids,time_sensitivity,reference_date,legal_basis,card_id,card_type,focus,question,answer,accepted_answers,explanation,confusable_with,distinction,formula,answer_unit,memory_aid,source_name,source_url,reading_map
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000044,44,Deck 1・骨格,両方,法,憲法と人権,人権思想の歴史,フランス人権宣言,ふらんすじんけんせんげん,なし,なし,stable,該当なし,なし,PE-000044-C01,identify,1789年に自由・平等、人民主権、権利保障を示した宣言。,次の説明に当てはまる用語は何か。1789年に自由・平等、人民主権、権利保障を示した宣言。,フランス人権宣言,フランス人権宣言,1789年に自由・平等、人民主権、権利保障を示した宣言。,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 公民編」,https://www.mext.go.jp/content/20211102-mxt_kyoiku02-100002620_04.pdf,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000045,45,Deck 1・骨格,両方,法,憲法と人権,人権思想の歴史,世界人権宣言,せかいじんけんせんげん,なし,なし,stable,該当なし,なし,PE-000045-C01,identify,1948年に国連総会が採択した、すべての人の基本的人権の共通基準。,次の説明に当てはまる用語は何か。1948年に国連総会が採択した、すべての人の基本的人権の共通基準。,世界人権宣言,世界人権宣言,1948年に国連総会が採択した、すべての人の基本的人権の共通基準。,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 公民編」,https://www.mext.go.jp/content/20211102-mxt_kyoiku02-100002620_04.pdf,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000046,46,Deck 1・骨格,両方,法,憲法と人権,日本国憲法・基本的人権,大日本帝国憲法,だいにほんていこくけんぽう,なし,なし,stable,該当なし,なし,PE-000046-C01,identify,1889年に発布され、天皇主権を原則とした日本の旧憲法。,次の説明に当てはまる用語は何か。1889年に発布され、天皇主権を原則とした日本の旧憲法。,大日本帝国憲法,大日本帝国憲法,1889年に発布され、天皇主権を原則とした日本の旧憲法。,なし,なし,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000047,47,Deck 1・骨格,両方,法,憲法と人権,日本国憲法・基本的人権,日本国憲法,にほんこくけんぽう,なし,なし,stable,該当なし,日本国憲法,PE-000047-C01,identify,国民主権・基本的人権の尊重・平和主義を基本原理とする日本の最高法規。,次の説明に当てはまる用語は何か。国民主権・基本的人権の尊重・平和主義を基本原理とする日本の最高法規。,日本国憲法,日本国憲法,国民主権・基本的人権の尊重・平和主義を基本原理とする日本の最高法規。,なし,なし,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000048,48,Deck 1・骨格,両方,法,憲法と人権,日本国憲法・基本的人権,日本国憲法の三大原理,にほんこくけんぽうのさんだいげんり,三大原則,PE-000047,stable,該当なし,日本国憲法前文・第1条・第9条・第11条・第97条,PE-000048-C01,relation,三大原理の列挙,日本国憲法の三大原理を3つ答えよ。,国民主権・基本的人権の尊重・平和主義,国民主権・基本的人権の尊重・平和主義｜国民主権、基本的人権の尊重、平和主義,国民主権、基本的人権の尊重、平和主義の三つ。,なし,なし,なし,なし,国・人・平＝国民主権、基本的人権、平和主義,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000049,49,Deck 1・骨格,両方,法,憲法と人権,日本国憲法・基本的人権,象徴天皇制,しょうちょうてんのうせい,なし,PE-000047,stable,該当なし,日本国憲法第1条・第4条,PE-000049-C01,identify,天皇を日本国と日本国民統合の象徴とし、国政に関する権能を持たせない制度。,次の説明に当てはまる用語は何か。天皇を日本国と日本国民統合の象徴とし、国政に関する権能を持たせない制度。,象徴天皇制,象徴天皇制,天皇を日本国と日本国民統合の象徴とし、国政に関する権能を持たせない制度。,なし,なし,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,象徴=しょうちょう
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000050,50,Deck 1・骨格,両方,法,憲法と人権,日本国憲法・基本的人権,天皇の国事行為,てんのうのこくじこうい,なし,PE-000049,stable,該当なし,日本国憲法第3条・第6条・第7条,PE-000050-C01,identify,内閣の助言と承認により天皇が行う、憲法に列挙された形式的・儀礼的行為。,次の説明に当てはまる用語は何か。内閣の助言と承認により天皇が行う、憲法に列挙された形式的・儀礼的行為。,天皇の国事行為,天皇の国事行為,内閣の助言と承認により天皇が行う、憲法に列挙された形式的・儀礼的行為。,なし,なし,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000051,51,Deck 1・骨格,両方,法,憲法と人権,日本国憲法・基本的人権,憲法尊重擁護義務,けんぽうそんちょうようごぎむ,なし,なし,stable,該当なし,日本国憲法第99条,PE-000051-C01,identify,天皇・摂政・国務大臣・国会議員・裁判官などの公務員が憲法を尊重し擁護する義務。,次の説明に当てはまる用語は何か。天皇・摂政・国務大臣・国会議員・裁判官などの公務員が憲法を尊重し擁護する義務。,憲法尊重擁護義務,憲法尊重擁護義務,天皇・摂政・国務大臣・国会議員・裁判官などの公務員が憲法を尊重し擁護する義務。,なし,なし,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,擁護=ようご
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000052,52,Deck 1・骨格,両方,法,憲法と人権,日本国憲法・基本的人権,平和主義,へいわしゅぎ,なし,なし,stable,該当なし,日本国憲法前文・第9条,PE-000052-C01,identify,戦争を放棄し、恒久平和を目指す日本国憲法の基本原理。,次の説明に当てはまる用語は何か。戦争を放棄し、恒久平和を目指す日本国憲法の基本原理。,平和主義,平和主義,戦争を放棄し、恒久平和を目指す日本国憲法の基本原理。,なし,なし,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000053,53,Deck 1・骨格,両方,法,憲法と人権,日本国憲法・基本的人権,戦争放棄,せんそうほうき,なし,PE-000052,stable,該当なし,日本国憲法第9条第1項,PE-000053-C01,identify,国権の発動たる戦争と、武力による威嚇・武力行使を国際紛争解決の手段として用いないこと。,次の説明に当てはまる用語は何か。国権の発動たる戦争と、武力による威嚇・武力行使を国際紛争解決の手段として用いないこと。,戦争放棄,戦争放棄,国権の発動たる戦争と、武力による威嚇・武力行使を国際紛争解決の手段として用いないこと。,なし,なし,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000054,54,Deck 1・骨格,両方,法,憲法と人権,日本国憲法・基本的人権,戦力不保持,せんりょくふほじ,なし,PE-000052,stable,該当なし,日本国憲法第9条第2項,PE-000054-C01,identify,日本国憲法第9条第2項が、陸海空軍その他の戦力を保持しないと定める原則。,次の説明に当てはまる用語は何か。日本国憲法第9条第2項が、陸海空軍その他の戦力を保持しないと定める原則。,戦力不保持,戦力不保持,日本国憲法第9条第2項が、陸海空軍その他の戦力を保持しないと定める原則。,なし,なし,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000055,55,Deck 1・骨格,両方,法,憲法と人権,日本国憲法・基本的人権,交戦権否認,こうせんけんひにん,なし,PE-000052,stable,該当なし,日本国憲法第9条第2項,PE-000055-C01,identify,日本国憲法第9条第2項が、国の交戦権を認めないとする原則。,次の説明に当てはまる用語は何か。日本国憲法第9条第2項が、国の交戦権を認めないとする原則。,交戦権否認,交戦権否認,日本国憲法第9条第2項が、国の交戦権を認めないとする原則。,なし,なし,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,交戦権=こうせんけん｜否認=ひにん
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000056,56,Deck 1・骨格,両方,法,憲法と人権,日本国憲法・基本的人権,基本的人権の永久不可侵,きほんてきじんけんのえいきゅうふかしん,なし,なし,stable,該当なし,日本国憲法第11条・第97条,PE-000056-C01,identify,基本的人権を侵すことのできない永久の権利として保障する原則。,次の説明に当てはまる用語は何か。基本的人権を侵すことのできない永久の権利として保障する原則。,基本的人権の永久不可侵,基本的人権の永久不可侵,基本的人権を侵すことのできない永久の権利として保障する原則。,なし,なし,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
