dataset_label,term_id,importance_rank,difficulty_label,word,part_of_speech,meaning,accepted_answers,example_sentence,example_translation
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000971,971,Deck 2｜受験基礎,incident,名詞,特定の出来事・事件,特定の出来事・事件|事変,The school reviewed its rules after the incident.,学校はその事件後に規則を見直した。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000972,972,Deck 2｜受験基礎,summarize,動詞,〜を要約する,〜を要約する|〜を手短に述べる,Please summarize the main argument in two sentences.,主要な議論を2文で要約してください。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000973,973,Deck 2｜受験基礎,landscape,名詞,地域の景観,地域の景観|状況,The mountain landscape attracts visitors throughout the year.,その山岳景観は一年を通じて観光客を引きつける。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000974,974,Deck 2｜受験基礎,suspend,動詞,〜を一時停止する,〜を一時停止する|〜をつるす|停職にする,The company suspended operations during the safety inspection.,その会社は安全点検中、操業を一時停止した。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000975,975,Deck 2｜受験基礎,liberty,名詞,拘束されない自由,拘束されない自由|自由権,The law protects individual liberty and freedom of expression.,その法律は個人の自由と表現の自由を守る。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000976,976,Deck 2｜受験基礎,tackle,動詞・名詞,〜に本格的に取り組む,〜に本格的に取り組む|〜にタックルする|道具,The city needs a long-term plan to tackle poverty.,市には貧困に本格的に取り組む長期計画が必要だ。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000977,977,Deck 2｜受験基礎,opponent,名詞,反対者・対戦相手,反対者・対戦相手|敵対者,Opponents of the new policy demanded further public debate.,その新政策の反対者たちはさらなる公開討論を要求した。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000978,978,Deck 2｜受験基礎,terminate,動詞,〜を終了させる,〜を終了させる|終わる,Either side may terminate the contract with written notice.,どちらの側も書面で通知すれば契約を終了させることができる。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000979,979,Deck 2｜受験基礎,passage,名詞,文章の一節・通路,文章の一節・通路|通過,Read the passage carefully before answering the questions.,質問に答える前にその文章の一節を注意深く読んでください。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000980,980,Deck 2｜受験基礎,wander,動詞,あてもなく歩き回る,あてもなく歩き回る|それる,Visitors wandered through the narrow streets of the old town.,観光客は旧市街の狭い通りをあてもなく歩き回った。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000981,981,Deck 2｜受験基礎,personality,名詞,人柄・個性,人柄・個性|人格,Her friendly personality helped her build trust quickly.,彼女の親しみやすい人柄は素早く信頼を築く助けになった。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000982,982,Deck 2｜受験基礎,advocate,動詞・名詞,〜を公に支持する,〜を公に支持する|提唱者,Many scientists advocate stronger action on climate change.,多くの科学者が気候変動へのより強力な行動を公に支持している。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000983,983,Deck 2｜受験基礎,protest,名詞・動詞,抗議行動,抗議行動|異議|抗議する,Thousands joined a peaceful protest against the new law.,何千人もの人が新法に反対する平和的な抗議行動に参加した。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000984,984,Deck 2｜受験基礎,collapse,動詞・名詞,崩壊する,崩壊する|倒れる|崩壊,The old roof collapsed under the weight of snow.,古い屋根は雪の重みで崩壊した。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000985,985,Deck 2｜受験基礎,publication,名詞,出版物・公表,出版物・公表|出版,The report is available online before its official publication.,その報告書は正式な公表前にオンラインで利用できる。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000986,986,Deck 2｜受験基礎,compromise,動詞・名詞,互いに妥協する,互いに妥協する|妥協|〜を危うくする,Both sides had to compromise to reach an agreement.,合意に達するため双方が互いに妥協しなければならなかった。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000987,987,Deck 2｜受験基礎,punishment,名詞,違反に対する罰,違反に対する罰|処罰,The punishment should match the seriousness of the act.,罰はその行為の重大さに釣り合うべきである。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000988,988,Deck 2｜受験基礎,quantity,名詞,測定できる数量,測定できる数量|量,The experiment requires only a small quantity of water.,その実験に必要な水の量はわずかである。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000989,989,Deck 2｜受験基礎,significance,名詞,意味上の重要さ,意味上の重要さ|意義,Researchers disagreed about the significance of the finding.,研究者たちはその発見の重要性について意見が分かれた。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000990,990,Deck 2｜受験基礎,statistic,名詞,個別の統計値,個別の統計値|統計資料,One statistic alone cannot explain a complex social problem.,一つの統計値だけでは複雑な社会問題を説明できない。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000991,991,Deck 2｜受験基礎,substance,名詞,物質・内容の本質,物質・内容の本質|実体,The laboratory identified an unknown substance in the water.,実験室は水中の未知の物質を特定した。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000992,992,Deck 2｜受験基礎,territory,名詞,国家などの領土,国家などの領土|領域,The two countries disputed control of the territory.,その二国は領土の支配をめぐって争った。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000993,993,Deck 2｜受験基礎,trial,名詞,試験・裁判,試験・裁判|試み,The new treatment is still in clinical trials.,その新しい治療法はまだ臨床試験中である。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000994,994,Deck 2｜受験基礎,union,名詞,労働組合・結合,労働組合・結合|連合,The union negotiated better working conditions for employees.,労働組合は従業員のよりよい労働条件を交渉した。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000995,995,Deck 2｜受験基礎,victim,名詞,被害を受けた人,被害を受けた人|犠牲者,The program provides support to victims of natural disasters.,その計画は自然災害の被害者に支援を提供する。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000996,996,Deck 2｜受験基礎,violence,名詞,身体的な暴力,身体的な暴力|激しさ,The organization works to prevent violence against children.,その組織は子どもへの暴力を防ぐために活動している。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000997,997,Deck 2｜受験基礎,vision,名詞,将来についての構想,将来についての構想|視力|光景,The leader presented a clear vision for the city's future.,その指導者は都市の未来について明確な構想を示した。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000998,998,Deck 2｜受験基礎,vote,名詞・動詞,投票,投票|票|投票する,The proposal passed by a surprisingly narrow vote.,その提案は驚くほど僅差の投票結果で可決された。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000999,999,Deck 2｜受験基礎,abundance,名詞,豊富にあること,豊富にあること|大量|豊富さ,The region has an abundance of clean water and fertile land.,その地域にはきれいな水と肥沃な土地が豊富にある。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-001000,1000,Deck 2｜受験基礎,academy,名詞,学術団体・専門学校,学術団体・専門学校|学士院,The national academy supports research in science and the arts.,国立学術団体は科学と芸術の研究を支援している。
